rowid,orderid,orderdate,shipdate,shipmode,customerid,customername,segment_x,country,city,state,postalcode,region,productid,category,sub-category,productname,sales,quantity,discount,profit,rscore,fscore,mscore,segment_y
119,CA-2015-125112,2017-09-04,2017-09-09,Second Class,CG-10932,Amy Martinez,Corporate,United States,San Francisco,Nevada,66532,West,PRD-1997,Technology,Machines,Machines Item,2251.15,10,0.31,219.37,5,1,3,Regular
120,CA-2015-170292,2017-03-30,2017-04-01,Same Day,CG-85757,Kate Taylor,Home Office,United States,New York,Massachusetts,47089,East,PRD-4359,Furniture,Chairs,Ergonomic Chair,3318.19,7,0.24,478.02,5,5,4,Champion
121,CA-2017-118373,2017-03-28,2017-03-31,First Class,CG-78490,Tom Anderson,Consumer,United States,New York,Maryland,63546,East,PRD-9115,Technology,Computers,Apple MacBook,1122.64,2,0.29,7.84,5,4,2,Loyal
122,CA-2017-124050,2015-04-12,2015-04-18,First Class,CG-25444,Jane Doe,Consumer,United States,Philadelphia,Connecticut,44314,East,PRD-3535,Furniture,Tables,Computer Table,3191.61,9,0.35,-406.11,2,1,4,At Risk
123,CA-2016-160637,2014-04-16,2014-04-28,First Class,CG-78126,Mike Johnson,Consumer,United States,Baltimore,Massachusetts,42547,East,PRD-1105,Office Supplies,Pens,Pens Item,585.24,1,0.49,-40.41,1,4,1,At Risk
124,CA-2015-109880,2017-04-10,2017-04-13,Second Class,CG-10942,Sarah Williams,Consumer,United States,Dallas,Kentucky,21237,South,PRD-4288,Office Supplies,Labels,Labels Item,4512.06,4,0.37,-701.17,5,1,5,Regular
125,CA-2017-172132,2016-09-10,2016-09-19,Standard Class,CG-59155,Tom Anderson,Consumer,United States,Detroit,Kansas,52368,Central,PRD-3507,Furniture,Chairs,Executive Chair,2447.8,4,0.42,491.34,4,3,3,Loyal
126,CA-2014-106630,2014-12-16,2014-12-23,Standard Class,CG-95792,Amy Martinez,Home Office,United States,Denver,California,65481,West,PRD-2587,Technology,Phones,Google Pixel,924.96,3,0.47,-20.31,2,5,1,At Risk
127,CA-2014-112224,2016-12-09,2016-12-16,Same Day,CG-36924,Tom Anderson,Home Office,United States,Atlanta,Alabama,83007,South,PRD-8761,Furniture,Tables,Conference Table,1643.62,5,0.39,-67.78,4,2,2,Regular
128,CA-2015-121798,2017-07-12,2017-07-22,Same Day,CG-51405,John Smith,Consumer,United States,Indianapolis,Illinois,40781,Central,PRD-7401,Furniture,Furnishings,Furnishings Item,4718.08,3,0.28,-804.38,5,3,5,Loyal
129,CA-2017-163653,2017-06-23,2017-06-26,Second Class,CG-63588,John Smith,Corporate,United States,Phoenix,Colorado,97921,West,PRD-7628,Furniture,Chairs,Task Chair,1289.93,7,0.23,485.97,5,3,2,Loyal
130,CA-2017-128016,2016-02-18,2016-02-28,Standard Class,CG-57483,Sarah Williams,Corporate,United States,Indianapolis,Illinois,76131,Central,PRD-9957,Office Supplies,Paper,Copy Paper,3407.72,1,0.16,1086.16,3,3,4,Loyal
131,CA-2017-107685,2014-10-30,2014-11-06,First Class,CG-23970,Tom Anderson,Consumer,United States,Denver,Colorado,97983,West,PRD-8194,Office Supplies,Labels,Labels Item,4653.79,6,0.18,-28.79,1,1,5,At Risk
132,CA-2015-149672,2017-10-26,2017-11-02,Standard Class,CG-30287,David Brown,Home Office,United States,Nashville,Arkansas,15390,South,PRD-3396,Technology,Phones,Samsung Galaxy,1997.04,1,0.45,-230.64,5,2,3,Regular
133,CA-2014-151173,2015-05-12,2015-05-15,Same Day,CG-65846,Lisa Davis,Home Office,United States,New York,Maine,76027,East,PRD-3321,Technology,Phones,iPhone,2685.94,9,0.02,100.33,2,4,3,At Risk
134,CA-2016-159638,2014-03-06,2014-03-14,Standard Class,CG-95403,Amy Martinez,Corporate,United States,Denver,Colorado,27290,West,PRD-9380,Technology,Computers,Dell Laptop,1430.68,1,0.09,151.88,1,5,2,At Risk
135,CA-2016-155444,2017-03-18,2017-03-29,First Class,CG-86725,Chris Wilson,Corporate,United States,Milwaukee,Iowa,66744,Central,PRD-8871,Technology,Computers,HP Desktop,2854.84,2,0.29,1095.82,5,5,3,Loyal
136,CA-2017-120289,2017-12-05,2017-12-14,Same Day,CG-43244,Mike Johnson,Home Office,United States,Boston,Maine,51060,East,PRD-2638,Office Supplies,Pens,Pens Item,551.38,9,0.01,-79.01,5,2,1,Regular
137,CA-2015-138890,2014-08-14,2014-08-26,Second Class,CG-44249,John Smith,Corporate,United States,Kansas City,Indiana,46831,Central,PRD-7018,Technology,Accessories,Accessories Item,605.81,5,0.33,-21.06,1,2,1,At Risk
138,CA-2015-107665,2015-01-26,2015-02-06,Standard Class,CG-80268,Lisa Davis,Consumer,United States,Houston,Georgia,44500,South,PRD-7409,Technology,Machines,Machines Item,4116.16,10,0.19,1633.94,2,4,5,At Risk
139,CA-2014-198038,2014-02-08,2014-02-11,Standard Class,CG-65517,Lisa Davis,Consumer,United States,Houston,Kentucky,67117,South,PRD-7830,Office Supplies,Binders,Presentation Binder,4421.29,9,0.17,-256.86,1,3,5,At Risk
140,CA-2016-107492,2016-06-22,2016-07-01,Second Class,CG-84012,Lisa Davis,Corporate,United States,Baltimore,Maine,29826,East,PRD-5643,Office Supplies,Paper,Copy Paper,4751.54,1,0.37,-366.18,3,5,5,Loyal
141,CA-2014-176569,2015-10-05,2015-10-08,Second Class,CG-57925,David Brown,Consumer,United States,San Francisco,Arizona,29480,West,PRD-7380,Office Supplies,Binders,Sheet Protectors,2778.2,5,0.0,-138.7,3,3,3,Loyal
142,CA-2017-165909,2016-05-07,2016-05-15,First Class,CG-90200,Sarah Williams,Corporate,United States,Detroit,Indiana,14700,Central,PRD-1558,Furniture,Bookcases,Bookcases Item,2494.86,3,0.16,-346.86,3,5,3,Loyal
143,CA-2015-107455,2014-11-07,2014-11-12,Standard Class,CG-46118,Tom Anderson,Home Office,United States,San Francisco,Colorado,71228,West,PRD-1698,Technology,Accessories,Accessories Item,644.3,6,0.23,52.99,1,2,1,At Risk
144,CA-2014-124356,2016-04-25,2016-04-28,Same Day,CG-99208,David Brown,Consumer,United States,Denver,Arizona,15346,West,PRD-8509,Office Supplies,Paper,Cardstock,4977.84,4,0.07,-672.16,3,5,5,Loyal
145,CA-2014-177992,2017-11-15,2017-11-18,Standard Class,CG-62095,John Smith,Corporate,United States,Phoenix,Colorado,73596,West,PRD-6861,Office Supplies,Binders,3-Ring Binder,2350.1,8,0.05,-270.11,5,3,3,Loyal
146,CA-2014-188501,2015-02-22,2015-02-28,First Class,CG-36698,David Brown,Consumer,United States,Los Angeles,Nevada,29405,West,PRD-9602,Technology,Computers,HP Desktop,555.63,4,0.26,43.3,2,2,1,At Risk
147,CA-2015-152923,2016-04-20,2016-05-04,Same Day,CG-64162,Chris Wilson,Consumer,United States,Chicago,Iowa,36703,Central,PRD-2028,Office Supplies,Labels,Labels Item,1150.94,4,0.38,316.0,3,3,2,Loyal
148,CA-2014-174668,2016-10-24,2016-11-01,Same Day,CG-82365,John Smith,Home Office,United States,Miami,Arkansas,76681,South,PRD-6558,Furniture,Tables,Training Table,4167.14,8,0.3,834.95,4,4,5,Champion
149,CA-2015-175880,2017-06-06,2017-06-16,Same Day,CG-83080,Tom Anderson,Home Office,United States,Nashville,Kentucky,37839,South,PRD-5963,Office Supplies,Paper,Cardstock,930.55,8,0.24,-91.02,5,4,1,Loyal
150,CA-2014-181183,2016-08-23,2016-08-24,First Class,CG-73238,David Brown,Home Office,United States,Milwaukee,Michigan,33667,Central,PRD-8925,Office Supplies,Binders,Sheet Protectors,3815.08,8,0.28,-335.77,4,4,4,Champion
151,CA-2014-154948,2014-05-08,2014-05-22,Standard Class,CG-33425,Sarah Williams,Corporate,United States,San Francisco,Arizona,75288,West,PRD-3955,Office Supplies,Storage,Storage Item,4033.98,4,0.28,-772.88,1,2,4,At Risk
152,CA-2016-134179,2017-12-16,2017-12-22,Same Day,CG-58524,Mike Johnson,Home Office,United States,Chicago,Iowa,47261,Central,PRD-3120,Technology,Machines,Machines Item,1216.34,2,0.38,-125.42,5,3,2,Loyal
153,CA-2015-187782,2014-10-10,2014-10-11,Second Class,CG-83281,Lisa Davis,Home Office,United States,Indianapolis,Kansas,87376,Central,PRD-6703,Technology,Machines,Machines Item,3080.45,3,0.06,-445.55,1,5,4,At Risk
154,CA-2016-131285,2016-11-28,2016-12-06,First Class,CG-82733,Chris Wilson,Consumer,United States,Detroit,Iowa,13784,Central,PRD-2107,Technology,Accessories,Accessories Item,2196.16,7,0.41,208.51,4,4,3,Loyal
155,CA-2016-151876,2015-03-01,2015-03-04,Same Day,CG-73407,Mike Johnson,Home Office,United States,Kansas City,Kansas,69513,Central,PRD-3607,Furniture,Chairs,Ergonomic Chair,722.37,9,0.39,211.21,2,4,1,At Risk
156,CA-2015-188039,2017-02-22,2017-02-26,First Class,CG-43263,Jane Doe,Home Office,United States,Atlanta,Kentucky,53178,South,PRD-2740,Furniture,Chairs,Ergonomic Chair,2989.04,9,0.32,363.9,4,2,3,Regular
157,CA-2016-159929,2015-10-28,2015-11-11,Second Class,CG-50193,Chris Wilson,Consumer,United States,Kansas City,Michigan,52587,Central,PRD-6302,Office Supplies,Storage,Storage Item,214.85,2,0.12,-19.46,3,3,1,Loyal
158,CA-2016-198548,2017-09-18,2017-09-25,Same Day,CG-85713,Tom Anderson,Consumer,United States,Boston,Delaware,94363,East,PRD-3850,Furniture,Tables,Conference Table,4668.74,3,0.27,826.18,5,5,5,Champion
159,CA-2014-101220,2016-09-06,2016-09-15,Standard Class,CG-55135,Kate Taylor,Consumer,United States,Atlanta,Florida,19269,South,PRD-7882,Technology,Accessories,Accessories Item,3836.28,3,0.21,-166.27,4,3,4,Loyal
160,CA-2017-181416,2016-12-12,2016-12-21,First Class,CG-62183,Sarah Williams,Home Office,United States,Denver,Arizona,43444,West,PRD-5103,Furniture,Chairs,Ergonomic Chair,952.96,9,0.02,341.49,4,3,2,Loyal
161,CA-2014-109602,2016-02-11,2016-02-22,Same Day,CG-28096,Chris Wilson,Consumer,United States,Baltimore,Delaware,21690,East,PRD-2194,Furniture,Chairs,Ergonomic Chair,1060.05,3,0.05,55.04,3,1,2,Regular
162,CA-2015-166307,2015-10-05,2015-10-13,Same Day,CG-96413,Sarah Williams,Corporate,United States,Detroit,Indiana,60921,Central,PRD-1482,Office Supplies,Pens,Pens Item,1596.43,2,0.47,229.11,3,5,2,Loyal
163,CA-2016-117361,2014-12-21,2014-12-28,First Class,CG-25608,Kate Taylor,Home Office,United States,San Francisco,Colorado,25807,West,PRD-2763,Furniture,Bookcases,Bookcases Item,2848.32,8,0.33,11.63,2,1,3,At Risk
164,CA-2016-109016,2016-07-30,2016-08-10,Second Class,CG-40116,Mike Johnson,Consumer,United States,Dallas,Georgia,50645,South,PRD-7187,Technology,Accessories,Accessories Item,4743.46,9,0.5,1412.83,4,2,5,Regular
165,CA-2015-148434,2016-12-27,2017-01-04,First Class,CG-68536,Chris Wilson,Corporate,United States,Boston,Maine,58163,East,PRD-5136,Furniture,Tables,Conference Table,1713.32,2,0.35,463.69,4,4,2,Loyal
166,CA-2016-120676,2015-12-03,2015-12-10,Standard Class,CG-31206,David Brown,Home Office,United States,Baltimore,Maryland,60867,East,PRD-5687,Office Supplies,Storage,Storage Item,4752.57,10,0.41,1007.87,3,2,5,Regular
167,CA-2017-171200,2017-01-23,2017-02-04,Second Class,CG-23143,Kate Taylor,Consumer,United States,Phoenix,Colorado,88687,West,PRD-3655,Furniture,Tables,Computer Table,4609.98,3,0.5,289.32,4,1,5,Regular
168,CA-2016-180173,2015-12-27,2016-01-10,Standard Class,CG-38109,Lisa Davis,Consumer,United States,Denver,Arizona,58265,West,PRD-4150,Office Supplies,Labels,Labels Item,1757.08,4,0.14,447.58,3,2,2,Regular
169,CA-2014-187538,2017-10-16,2017-10-24,Standard Class,CG-76629,Amy Martinez,Home Office,United States,Baltimore,Maryland,22182,East,PRD-2576,Furniture,Chairs,Ergonomic Chair,1011.24,7,0.42,323.55,5,4,2,Loyal
170,CA-2016-186951,2017-10-26,2017-11-03,First Class,CG-62502,Tom Anderson,Home Office,United States,Indianapolis,Michigan,70755,Central,PRD-1085,Furniture,Chairs,Executive Chair,3224.23,6,0.49,-196.75,5,3,4,Loyal
171,CA-2014-117601,2017-08-10,2017-08-13,Same Day,CG-54359,Mike Johnson,Consumer,United States,Baltimore,Delaware,79111,East,PRD-9955,Office Supplies,Storage,Storage Item,1962.65,4,0.49,576.09,5,3,2,Loyal
172,CA-2016-115129,2017-11-20,2017-11-22,Second Class,CG-82165,Sarah Williams,Consumer,United States,Kansas City,Iowa,67325,Central,PRD-4036,Furniture,Bookcases,Bookcases Item,773.96,5,0.18,-41.93,5,4,1,Loyal
173,CA-2014-197310,2015-06-26,2015-07-06,Standard Class,CG-90481,Mike Johnson,Consumer,United States,Indianapolis,Kansas,29478,Central,PRD-4115,Technology,Accessories,Accessories Item,1466.11,7,0.25,-192.07,2,5,2,At Risk
174,CA-2015-135697,2017-06-03,2017-06-04,Same Day,CG-99727,Kate Taylor,Home Office,United States,New York,Maine,78562,East,PRD-9205,Furniture,Furnishings,Furnishings Item,327.61,1,0.37,35.77,5,5,1,Loyal
175,CA-2016-179276,2016-09-18,2016-10-01,Same Day,CG-16822,Tom Anderson,Consumer,United States,Phoenix,Colorado,16255,West,PRD-3258,Office Supplies,Pens,Pens Item,927.98,7,0.2,117.02,4,1,1,Regular
176,CA-2015-194058,2015-01-29,2015-02-11,Same Day,CG-31068,Sarah Williams,Corporate,United States,Milwaukee,Illinois,24107,Central,PRD-8004,Furniture,Furnishings,Furnishings Item,979.75,1,0.01,389.5,2,2,2,At Risk
177,CA-2016-126685,2015-05-20,2015-05-24,Second Class,CG-61000,Mike Johnson,Consumer,United States,Los Angeles,Nevada,70903,West,PRD-2161,Technology,Accessories,Accessories Item,3293.48,6,0.14,148.39,2,3,4,At Risk
178,CA-2016-166244,2015-07-26,2015-07-31,Same Day,CG-93345,David Brown,Corporate,United States,Houston,Florida,86751,South,PRD-9474,Technology,Phones,iPhone,2199.97,7,0.09,6.78,2,5,3,At Risk
179,CA-2017-132914,2017-02-16,2017-02-17,First Class,CG-10693,Tom Anderson,Home Office,United States,Chicago,Michigan,24933,Central,PRD-9170,Office Supplies,Binders,3-Ring Binder,4357.97,1,0.05,625.17,4,1,5,Regular
180,CA-2014-112097,2015-09-04,2015-09-09,Standard Class,CG-21939,Mike Johnson,Consumer,United States,San Francisco,California,61505,West,PRD-9856,Furniture,Chairs,Ergonomic Chair,356.22,4,0.07,24.86,2,1,1,At Risk
181,CA-2017-136265,2015-04-06,2015-04-10,Same Day,CG-29048,Chris Wilson,Home Office,United States,Kansas City,Illinois,49013,Central,PRD-5749,Office Supplies,Binders,3-Ring Binder,1236.42,6,0.26,300.79,2,1,2,At Risk
182,CA-2014-100464,2015-09-02,2015-09-11,Standard Class,CG-71822,Mike Johnson,Consumer,United States,Dallas,Kentucky,97852,South,PRD-6863,Office Supplies,Storage,Storage Item,2647.5,7,0.3,253.35,2,4,3,At Risk
183,CA-2016-117146,2015-08-15,2015-08-20,Second Class,CG-88675,Kate Taylor,Consumer,United States,Seattle,Oregon,54739,West,PRD-2225,Furniture,Tables,Training Table,2788.7,8,0.05,618.23,2,5,3,At Risk
184,CA-2016-121178,2017-12-14,2017-12-17,Standard Class,CG-67065,Mike Johnson,Consumer,United States,New York,Delaware,20252,East,PRD-9192,Technology,Computers,Apple MacBook,725.38,10,0.06,91.95,5,4,1,Loyal
185,CA-2017-172309,2015-03-01,2015-03-14,Same Day,CG-21552,Lisa Davis,Corporate,United States,Dallas,Alabama,80041,South,PRD-1928,Office Supplies,Storage,Storage Item,4821.24,4,0.49,877.42,2,1,5,At Risk
186,CA-2017-173519,2017-11-14,2017-11-22,Second Class,CG-18399,Jane Doe,Home Office,United States,Kansas City,Illinois,25293,Central,PRD-8716,Technology,Phones,Google Pixel,293.0,3,0.38,12.21,5,1,1,Regular
187,CA-2014-114663,2017-12-14,2017-12-24,Second Class,CG-44483,Tom Anderson,Home Office,United States,Kansas City,Indiana,70314,Central,PRD-6538,Office Supplies,Binders,3-Ring Binder,3426.97,8,0.16,1220.9,5,2,4,Regular
188,CA-2014-190573,2016-09-28,2016-10-10,Second Class,CG-39067,Tom Anderson,Consumer,United States,Denver,Oregon,49688,West,PRD-4285,Office Supplies,Pens,Pens Item,2055.52,10,0.06,-264.35,4,2,3,Regular
189,CA-2015-171511,2015-10-12,2015-10-25,Second Class,CG-58606,Jane Doe,Consumer,United States,Houston,Georgia,21486,South,PRD-4346,Office Supplies,Binders,3-Ring Binder,2676.03,9,0.29,232.8,3,3,3,Loyal
190,CA-2014-148393,2016-09-09,2016-09-22,Second Class,CG-20490,Mike Johnson,Consumer,United States,Boston,Delaware,35008,East,PRD-2021,Technology,Machines,Machines Item,3096.75,7,0.29,-505.84,4,1,4,Regular
191,CA-2015-156333,2015-12-16,2015-12-24,Standard Class,CG-89826,Lisa Davis,Corporate,United States,Detroit,Illinois,13514,Central,PRD-2194,Furniture,Furnishings,Furnishings Item,857.88,3,0.04,271.56,3,5,1,Loyal
192,CA-2015-105482,2017-02-21,2017-03-02,Same Day,CG-14948,Mike Johnson,Corporate,United States,New York,Maryland,95162,East,PRD-2159,Technology,Phones,Samsung Galaxy,4664.67,4,0.02,456.57,4,1,5,Regular
193,CA-2016-147795,2015-07-15,2015-07-24,Standard Class,CG-60374,John Smith,Home Office,United States,Hartford,Maryland,35023,East,PRD-2320,Office Supplies,Labels,Labels Item,1858.16,10,0.16,632.12,2,3,2,At Risk
194,CA-2014-146898,2015-08-13,2015-08-15,Same Day,CG-62513,Lisa Davis,Home Office,United States,Kansas City,Iowa,29420,Central,PRD-3121,Technology,Accessories,Accessories Item,726.0,9,0.38,80.56,2,3,1,At Risk
195,CA-2015-189399,2014-09-07,2014-09-17,Second Class,CG-90473,Chris Wilson,Corporate,United States,Los Angeles,Nevada,25264,West,PRD-1583,Office Supplies,Binders,3-Ring Binder,527.93,5,0.38,150.23,1,5,1,At Risk
196,CA-2015-187416,2017-03-20,2017-03-22,Second Class,CG-96006,Chris Wilson,Corporate,United States,Baltimore,Delaware,73576,East,PRD-4690,Office Supplies,Labels,Labels Item,1175.97,8,0.46,371.68,5,5,2,Loyal
197,CA-2014-146357,2017-10-17,2017-10-22,First Class,CG-78289,David Brown,Consumer,United States,Denver,Arizona,86706,West,PRD-8069,Technology,Machines,Machines Item,1912.25,2,0.04,-364.71,5,4,2,Loyal
198,CA-2017-181351,2017-01-17,2017-01-30,First Class,CG-47548,Amy Martinez,Home Office,United States,Philadelphia,Delaware,84636,East,PRD-4731,Office Supplies,Pens,Pens Item,2817.93,7,0.36,729.06,4,3,3,Loyal
199,CA-2015-131029,2016-02-17,2016-02-26,Standard Class,CG-88311,David Brown,Home Office,United States,Seattle,Arizona,11032,West,PRD-4214,Furniture,Chairs,Executive Chair,4070.39,10,0.47,104.49,3,5,4,Loyal
200,CA-2015-123206,2016-03-19,2016-04-02,Standard Class,CG-17531,Mike Johnson,Home Office,United States,Kansas City,Kansas,74972,Central,PRD-1296,Technology,Accessories,Accessories Item,3845.79,1,0.44,-437.74,3,1,4,Regular
201,CA-2017-103248,2015-12-08,2015-12-14,Same Day,CG-32973,Sarah Williams,Consumer,United States,Dallas,Alabama,62386,South,PRD-1854,Technology,Accessories,Accessories Item,607.01,7,0.27,118.58,3,2,1,Regular
202,CA-2015-196542,2014-10-27,2014-11-05,Same Day,CG-93924,Jane Doe,Corporate,United States,Phoenix,Oregon,90149,West,PRD-3051,Office Supplies,Storage,Storage Item,1130.35,2,0.45,-110.14,1,5,2,At Risk
203,CA-2016-153964,2015-08-18,2015-09-01,First Class,CG-74797,Mike Johnson,Consumer,United States,Los Angeles,California,79246,West,PRD-3257,Office Supplies,Storage,Storage Item,3145.15,9,0.33,-206.5,2,4,4,At Risk
204,CA-2015-134970,2014-03-28,2014-04-10,First Class,CG-67536,Mike Johnson,Consumer,United States,Milwaukee,Kansas,51399,Central,PRD-2933,Furniture,Furnishings,Furnishings Item,2822.56,2,0.05,27.05,1,4,3,At Risk
205,CA-2015-191917,2015-08-13,2015-08-14,Same Day,CG-11403,John Smith,Home Office,United States,Kansas City,Iowa,72041,Central,PRD-6763,Technology,Machines,Machines Item,378.88,3,0.2,77.42,2,1,1,At Risk
206,CA-2014-150140,2014-06-11,2014-06-24,Standard Class,CG-36438,Kate Taylor,Consumer,United States,Milwaukee,Kansas,94696,Central,PRD-8152,Furniture,Bookcases,Bookcases Item,3247.82,1,0.47,-481.61,1,2,4,At Risk
207,CA-2014-161694,2015-12-11,2015-12-23,Same Day,CG-96099,Kate Taylor,Corporate,United States,Dallas,Georgia,12727,South,PRD-2507,Furniture,Tables,Conference Table,4554.95,6,0.16,164.04,3,5,5,Loyal
208,CA-2015-126158,2016-06-24,2016-07-02,Standard Class,CG-77915,David Brown,Consumer,United States,New York,Maine,71504,East,PRD-7767,Technology,Phones,iPhone,4686.68,5,0.44,1518.81,3,4,5,Loyal
209,CA-2017-145830,2017-09-05,2017-09-14,Same Day,CG-47487,Kate Taylor,Consumer,United States,Miami,Georgia,76536,South,PRD-5094,Technology,Phones,iPhone,3227.5,7,0.05,63.34,5,3,4,Loyal
210,CA-2016-129831,2015-06-10,2015-06-14,Second Class,CG-35525,Kate Taylor,Corporate,United States,Philadelphia,Massachusetts,88918,East,PRD-3076,Furniture,Chairs,Executive Chair,1419.52,5,0.17,378.12,2,2,2,At Risk
211,CA-2015-103101,2016-09-08,2016-09-15,Second Class,CG-14405,Kate Taylor,Consumer,United States,Seattle,California,61166,West,PRD-1716,Office Supplies,Paper,Cardstock,3084.08,8,0.37,380.71,4,1,4,Regular
212,CA-2015-152227,2015-03-15,2015-03-17,Standard Class,CG-88579,Sarah Williams,Corporate,United States,Denver,Colorado,31237,West,PRD-5001,Office Supplies,Pens,Pens Item,2253.86,6,0.07,154.1,2,5,3,At Risk
213,CA-2016-136517,2015-02-18,2015-03-02,Standard Class,CG-76918,Kate Taylor,Consumer,United States,Boston,Maine,97432,East,PRD-7517,Office Supplies,Paper,Specialty Paper,3742.87,5,0.05,-513.0,2,4,4,At Risk
214,CA-2014-136585,2017-01-08,2017-01-22,Standard Class,CG-77608,Sarah Williams,Home Office,United States,San Francisco,California,36146,West,PRD-2258,Office Supplies,Binders,Sheet Protectors,3417.58,9,0.47,-140.31,4,4,4,Champion
215,CA-2016-184080,2015-07-10,2015-07-21,First Class,CG-40365,Sarah Williams,Corporate,United States,Baltimore,Massachusetts,23225,East,PRD-9907,Furniture,Bookcases,Bookcases Item,3066.92,10,0.0,434.46,2,2,3,At Risk
216,CA-2017-189065,2017-02-25,2017-03-10,First Class,CG-90634,John Smith,Home Office,United States,Seattle,Nevada,40765,West,PRD-6848,Furniture,Furnishings,Furnishings Item,1732.28,6,0.45,414.87,4,5,2,Loyal
